Car Name,Rating,Exterior & Body,Engine/Transmission/Clutch,Suspension/Steering,Interior,AC/Heater,Model Date,Mileage,Fuel Type,Transmission,Last Updated Date,Offer URL,Price_numeric
Honda Civic Oriel 1.8 i-VTEC CVT 2020,8.9/10,65%,100%,100%,98%,100%,2020.0,"21,980 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-8012784,6400000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2017,8.6/10,58%,98%,100%,88%,100%,2017.0,"129,085 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-8047074,5050000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2020,9.4/10,82%,100%,100%,94%,100%,2020.0,"64,485 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-8072744,6400000.0
DFSK Glory 580 Pro 2021,9.7/10,91%,100%,100%,100%,100%,2021.0,"28,909 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/dfsk-glory-580-2021-for-sale-in-lahore-7992526,6000000.0
Proton Saga 1.3L Ace A/T 2022,9.3/10,86%,98%,100%,98%,100%,2022.0,"22,876 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/proton-saga-2022-for-sale-in-lahore-8063349,3175000.0
Toyota Yaris ATIV X CVT 1.5 2022,9.7/10,91%,100%,100%,97%,100%,2022.0,"6,649 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-lahore-7992362,5300000.0
Honda City 1.5L CVT 2022,9.3/10,81%,100%,100%,90%,100%,2022.0,"17,158 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-8033547,4800000.0
Toyota Corolla Altis X Automatic 1.6 2022,9.9/10,100%,100%,100%,97%,100%,2022.0,"17,261 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-8039430,5990000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2019,8.4/10,53%,100%,100%,84%,100%,2019.0,"61,401 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-8106240,5200000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2021,9.5/10,84%,100%,100%,100%,100%,2021.0,"12,755 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8070292,6798999.999999999
Nissan Dayz Bolero X 2018,9.4/10,86%,100%,100%,85%,100%,2018.0,"66,215 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/nissan-dayz-2018-for-sale-in-karachi-8101736,2700000.0
Hyundai Tucson FWD A/T GLS Sport 2022,10/10,100%,100%,100%,97%,100%,2022.0,"4,425 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-karachi-7974166,8200000.0
Honda BR-V i-VTEC S 2021,9.5/10,82%,100%,100%,100%,100%,2021.0,"20,531 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-br-v-2021-for-sale-in-karachi-7954364,5200000.0
Toyota Hilux Revo V Automatic 2.8 2021,9.3/10,79%,100%,100%,100%,100%,2021.0,"42,343 km",Diesel,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-karachi-8125467,12500000.0
Honda City 1.5L CVT 2022,9.8/10,94%,100%,100%,100%,100%,2022.0,"9,830 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-8130831,5250000.0
Nissan Dayz Highway Star 2020,9.7/10,93%,100%,100%,95%,100%,2020.0,"26,418 km",Hybrid,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/nissan-dayz-highway-star-2020-for-sale-in-karachi-8127350,4200000.0
Chery Tiggo 8 Pro 1.6 DEX Plus 2022,10/10,100%,100%,100%,100%,100%,2022.0,"13,590 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/chery-tiggo-8-pro-2022-for-sale-in-karachi-7972238,9400000.0
KIA Sportage FWD 2022,9.9/10,98%,100%,100%,100%,100%,2022.0,"18,087 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-7961324,7800000.0
Toyota Fortuner 2.7 VVTi 2018,9.0/10,67%,100%,100%,97%,100%,2018.0,"42,814 km",Petrol,Automatic,"Nov 28, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2018-for-sale-in-karachi-7958429,12500000.0
Hyundai Elantra GLS 2022,9.5/10,87%,98%,100%,100%,100%,2022.0,"57,138 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-islamabad-8139968,6200000.0
Toyota C-HR S 2017,9.5/10,83%,100%,100%,95%,100%,2017.0,"88,194 km",Hybrid,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-c-hr-2017-for-sale-in-karachi-8125769,8500000.0
Toyota Corolla Altis X Automatic 1.6 2022,9.1/10,76%,100%,100%,88%,100%,2022.0,"18,987 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-8109754,5700000.0
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,9.9/10,99%,100%,100%,99%,100%,2021.0,"49,654 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-8141031,6600000.0
Toyota Corolla Altis Automatic 1.6 2018,9.9/10,97%,100%,100%,100%,100%,2018.0,"1,378 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-8036132,5250000.0
Honda City Aspire Prosmatec 1.5 i-VTEC 2020,9.5/10,83%,100%,100%,100%,100%,2020.0,"7,407 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-karachi-8008536,4400000.0
KIA Sportage AWD 2020,9.3/10,77%,100%,100%,100%,100%,2020.0,"38,396 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-karachi-8090519,7600000.0
Toyota Yaris ATIV CVT 1.3 2021,9.1/10,73%,100%,100%,92%,100%,2021.0,"5,200 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-8069845,4100000.0
KIA Picanto 1.0 AT 2020,8.2/10,50%,98%,100%,77%,100%,2020.0,"41,428 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2020-for-sale-in-karachi-7929774,2750000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2021,9.6/10,90%,98%,100%,93%,100%,2021.0,"39,382 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8076273,6100000.0
Toyota Yaris ATIV X CVT 1.5 2021,9.3/10,81%,100%,100%,91%,100%,2021.0,"22,047 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-7991776,4400000.0
Toyota Yaris ATIV CVT 1.3 2021,9.7/10,94%,100%,100%,94%,100%,2021.0,"22,573 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-8096534,4175000.0
KIA Grand Carnival 2020,8.8/10,62%,100%,100%,96%,100%,2020.0,"21,715 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-grand-carnival-2020-for-sale-in-karachi-8088233,11500000.0
Toyota Passo Moda G 2019,9.1/10,76%,100%,100%,95%,100%,2019.0,"57,045 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-passo-2019-for-sale-in-karachi-7917523,4300000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2021,9.7/10,90%,100%,100%,100%,100%,2021.0,"20,100 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8094493,6500000.0
Honda City 1.5L ASPIRE CVT 2022,9.7/10,89%,100%,100%,100%,100%,2022.0,"10,209 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-8012286,5050000.0
Daihatsu Hijet Special 2018,9.3/10,81%,100%,100%,89%,100%,2018.0,"92,615 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/daihatsu-hijet-2018-for-sale-in-karachi-8082149,2975000.0
Honda BR-V i-VTEC S 2021,9.8/10,95%,100%,100%,98%,100%,2021.0,"15,907 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-br-v-2021-for-sale-in-karachi-7996088,5100000.0
Toyota Vitz F 1.0 2014,9.3/10,78%,100%,100%,91%,100%,2014.0,"24,650 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-karachi-8002566,3450000.0
Suzuki Cultus Auto Gear Shift 2022,9.2/10,80%,100%,100%,85%,100%,2022.0,"17,492 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-karachi-8081803,3550000.0
Suzuki Swift DLX Automatic 1.3 Navigation 2018,8.0/10,38%,100%,100%,87%,100%,2018.0,"62,136 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/suzuki-swift-2018-for-sale-in-karachi-8046435,2600000.0
Toyota Yaris GLI CVT 1.3 2022,10/10,100%,100%,100%,97%,100%,2022.0,"10,315 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-karachi-8079644,4550000.0
KIA Sportage Alpha 2022,10/10,98%,100%,100%,100%,100%,2022.0,"16,113 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-7900438,7100000.0
Suzuki Wagon R AGS 2022,9.4/10,82%,100%,100%,92%,100%,2022.0,"13,818 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-karachi-8070419,3200000.0
DFSK Glory 580 Pro 2021,9.2/10,74%,100%,100%,95%,100%,2021.0,"10,132 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/dfsk-glory-580-2021-for-sale-in-karachi-8008796,5600000.0
Suzuki Wagon R AGS 2021,9.7/10,93%,100%,100%,96%,100%,2021.0,"18,648 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-islamabad-8060856,3300000.0
Daihatsu Mira B 2021,9.5/10,88%,100%,100%,89%,100%,2021.0,"27,622 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/daihatsu-mira-2021-for-sale-in-islamabad-8109532,3600000.0
Nissan Note 1.2E 2020,9.5/10,87%,100%,100%,98%,100%,2020.0,"56,341 km",Hybrid,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/nissan-note-2020-for-sale-in-islamabad-8131744,5950000.0
KIA Sportage AWD 2021,9.6/10,90%,100%,100%,100%,100%,2021.0,"37,695 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-karachi-8137180,7500000.0
Toyota Corolla GLi Automatic 1.3 VVTi 2016,9.7/10,92%,100%,100%,95%,100%,2016.0,"64,010 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-8131462,4300000.0
KIA Sportage FWD 2022,9.9/10,96%,100%,100%,100%,100%,2022.0,"33,583 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-8069496,7100000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2020,8.5/10,51%,100%,100%,92%,100%,2020.0,"302,281 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-8115216,5800000.0
Toyota Corolla GLi Automatic 1.3 VVTi 2017,8.8/10,63%,98%,100%,93%,100%,2017.0,"89,081 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-8032197,4129999.9999999995
Mercedes Benz CLA Class CLA200 2017,9.5/10,83%,100%,100%,100%,100%,2017.0,"13,042 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/mercedes-benz-cla-class-2017-for-sale-in-karachi-7995927,12500000.0
KIA Sportage AWD 2021,9.7/10,90%,100%,100%,100%,100%,2021.0,"19,616 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-islamabad-8076299,7350000.0
Hyundai Tucson AWD A/T Ultimate 2022,9.7/10,89%,100%,100%,100%,100%,2022.0,"10,265 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-karachi-8073749,8500000.0
Toyota Yaris ATIV CVT 1.3 2021,8.9/10,66%,100%,100%,97%,100%,2021.0,"13,011 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-7985411,4350000.0
Toyota Corolla GLi Automatic 1.3 VVTi 2019,9.1/10,74%,98%,100%,92%,100%,2019.0,"33,123 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-8023923,4300000.0
Daihatsu Mira X SA lll 2020,9.7/10,91%,100%,100%,92%,100%,2020.0,"70,382 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/daihatsu-mira-2020-for-sale-in-karachi-8081454,3600000.0
Toyota Corolla Altis X Automatic 1.6 2022,9.5/10,86%,100%,100%,95%,100%,2022.0,"12,864 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7911473,6400000.0
KIA Sportage FWD 2021,9.7/10,91%,100%,100%,100%,100%,2021.0,"30,988 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-islamabad-7973538,7200000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2019,9.6/10,92%,98%,100%,91%,100%,2019.0,"66,144 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-8070851,5700000.0
Daihatsu Mira LSA 3 2020,9.7/10,93%,100%,100%,95%,100%,2020.0,"16,909 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/daihatsu-mira-2020-for-sale-in-peshawar-8107417,3550000.0
Dodge Challenger R/T 2016,9.9/10,98%,100%,100%,100%,100%,2016.0,"13,817 km",Petrol,Automatic,"Nov 27, 2023",https://www.pakwheels.com/used-cars/dodge-challenger-2016-for-sale-in-islamabad-7982526,30000000.0
Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,9.8/10,97%,100%,100%,95%,100%,2021.0,"42,999 km",Petrol,Automatic,"Nov 26, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-8125431,6100000.0
KIA Sportage AWD 2021,9.8/10,92%,100%,100%,100%,100%,2021.0,"79,454 km",Petrol,Automatic,"Nov 26, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-islamabad-7937856,7500000.0
KIA Sportage AWD 2020,9.5/10,84%,100%,100%,100%,100%,2020.0,"29,315 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-rawalpindi-8131490,7800000.0
MG HS 1.5 Turbo 2021,9.8/10,95%,100%,100%,98%,100%,2021.0,"32,085 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-islamabad-8135609,7700000.0
Hyundai Elantra GL 2022,9.6/10,87%,100%,100%,100%,100%,2022.0,"5,225 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-karachi-8107217,6050000.0
Honda Civic Oriel 1.8 i-VTEC CVT 2019,9.3/10,83%,100%,100%,84%,100%,2019.0,"28,752 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-rawalpindi-8134357,6000000.0
Toyota Fortuner 2.7 V 2022,10/10,100%,100%,100%,100%,100%,2022.0,"1,865 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-islamabad-8043169,17400000.0
Toyota Fortuner 2.7 VVTi 2018,9.7/10,91%,100%,100%,95%,100%,2018.0,"62,645 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2018-for-sale-in-islamabad-8089211,12500000.0
Toyota Corolla Altis X Automatic 1.6 2022,9.9/10,97%,100%,100%,100%,100%,2022.0,"7,007 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-8069960,6150000.0
Toyota Land Cruiser ZX 2016,9.6/10,89%,100%,100%,100%,100%,2016.0,"51,213 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2016-for-sale-in-islamabad-8081505,43500000.0
Toyota Fortuner 2.7 VVTi 2017,9.2/10,78%,100%,100%,91%,100%,2017.0,"81,720 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-islamabad-8054211,12000000.0
Honda Civic RS 2022,9.8/10,95%,100%,100%,96%,100%,2022.0,"27,291 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-8022998,9750000.0
Toyota Fortuner 2.8 Sigma 4 2021,10/10,98%,100%,100%,100%,100%,2021.0,"13,215 km",Diesel,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-rawalpindi-8009613,17000000.0
Toyota Passo X S  2020,9.7/10,98%,100%,100%,95%,100%,2020.0,"11,043 km",Petrol,Automatic,"Nov 25, 2023",https://www.pakwheels.com/used-cars/toyota-passo-2020-for-sale-in-karachi-8076085,4090000.0
Toyota Passo X S  2020,9.8/10,96%,100%,100%,100%,100%,2020.0,"11,079 km",Petrol,Automatic,"Nov 24, 2023",https://www.pakwheels.com/used-cars/toyota-passo-2020-for-sale-in-karachi-7959249,4090000.0
Toyota Yaris ATIV X CVT 1.5 2022,9.9/10,98%,100%,100%,100%,100%,2022.0,"6,166 km",Petrol,Automatic,"Nov 23, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-karachi-8128336,4850000.0
Toyota Pixis Epoch L 2020,9.5/10,86%,100%,100%,100%,100%,2020.0,"10,624 km",Petrol,Automatic,"Nov 23, 2023",https://www.pakwheels.com/used-cars/toyota-pixis-epoch-2020-for-sale-in-karachi-7917492,3350000.0
Toyota Fortuner 2.8 Sigma 4 2021,10/10,100%,100%,100%,100%,100%,2021.0,"15,193 km",Diesel,Automatic,"Nov 23, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-faisalabad-7340063,18500000.0
Toyota Yaris ATIV CVT 1.3 2021,9.5/10,86%,100%,100%,95%,100%,2021.0,"43,051 km",Petrol,Automatic,"Nov 22, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-8065351,4250000.0
Honda City Aspire Prosmatec 1.5 i-VTEC 2019,8.8/10,62%,100%,100%,90%,100%,2019.0,"38,828 km",Petrol,Automatic,"Nov 22, 2023",https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-7568212,4050000.0
Toyota Corolla Altis 1.6 X CVT-i 2021,9.5/10,84%,100%,100%,100%,100%,2021.0,"50,000 km",Petrol,Automatic,"Nov 21, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-8057600,5235000.0
Toyota Yaris Hatchback G 1.0 2020,9.2/10,76%,100%,100%,100%,100%,2020.0,"115,195 km",Petrol,Automatic,"Nov 30, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2020-for-sale-in-lahore-8064567,4850000.0
KIA Sportage FWD 2020,9.8/10,98%,100%,100%,98%,100%,2020.0,"28,971 km",Petrol,Automatic,"Nov 01, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-faisalabad-7997306,6859999.999999999
KIA Sportage FWD 2020,8.8/10,59%,100%,100%,98%,100%,2020.0,"40,286 km",Petrol,Automatic,"Nov 06, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-karachi-7966845,6550000.0
Toyota Fortuner 2.8 Sigma 4 2022,9.9/10,98%,100%,100%,100%,100%,2022.0,"17,883 km",Diesel,Automatic,"Nov 13, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-islamabad-8097805,16900000.0
Toyota Hilux Revo V Automatic 2.8 2022,9.9/10,96%,100%,100%,97%,100%,2022.0,"14,268 km",Diesel,Automatic,"Nov 13, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-multan-8081915,13500000.0
Toyota Hilux Revo Rocco 2022,9.7/10,89%,100%,100%,100%,100%,2022.0,"14,823 km",Diesel,Automatic,"Nov 14, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-karachi-7823264,14400000.0
Hyundai Elantra GLS 2022,9.6/10,98%,100%,100%,100%,100%,2022.0,"9,028 km",Petrol,Automatic,"Nov 14, 2023",https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-karachi-7319469,6600000.0
Toyota Land Cruiser ZX 2015,9.1/10,70%,100%,100%,100%,100%,2015.0,"111,300 km",Petrol,Automatic,"Nov 14, 2023",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2015-for-sale-in-karachi-7887476,38500000.0
Toyota Hilux Revo Rocco 2022,9.9/10,98%,100%,100%,100%,100%,2022.0,"3,958 km",Diesel,Automatic,"Nov 16, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-karachi-8004527,14500000.0
Toyota Corolla Altis X Automatic 1.6 2022,9.3/10,78%,100%,100%,94%,100%,2022.0,"12,000 km",Petrol,Automatic,"Nov 16, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7777375,5650000.0
Toyota C-HR S 2018,9.8/10,99%,100%,100%,94%,100%,2018.0,"49,486 km",Hybrid,Automatic,"Nov 16, 2023",https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-karachi-7983514,9500000.0
Daihatsu Mira L 2019,9.7/10,94%,100%,100%,98%,100%,2019.0,"32,834 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/daihatsu-mira-2019-for-sale-in-lahore-7934436,3490000.0
Honda Fit 1.5 Hybrid S Package 2020,9.8/10,94%,100%,100%,100%,100%,2020.0,"27,616 km",Hybrid,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/honda-fit-2020-for-sale-in-lahore-7954240,7790000.000000001
Honda Vezel e-HEV Z 2021,9.8/10,95%,100%,100%,100%,100%,2021.0,"22,528 km",Hybrid,Automatic,"Nov 30, 2023",https://www.pakwheels.com/used-cars/honda-vezel-2021-for-sale-in-lahore-8044635,12900000.0
Suzuki Wagon R Hybrid FX 2019,9.5/10,87%,100%,100%,98%,100%,2019.0,"48,257 km",Hybrid,Automatic,"Nov 30, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2019-for-sale-in-lahore-7864891,3790000.0
Honda Vezel Hybrid Z 2018,9.7/10,95%,100%,100%,98%,100%,2018.0,"68,315 km",Hybrid,Automatic,"Nov 30, 2023",https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-islamabad-8102601,7950000.0
Honda N Wgn G 2020,9.5/10,86%,100%,100%,100%,100%,2020.0,"12,577 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/honda-n-wgn-2020-for-sale-in-lahore-8085653,3690000.0
Hyundai Sonata 2.5 2021,9.7/10,89%,100%,100%,100%,100%,2021.0,"7,014 km",Petrol,Automatic,"Nov 18, 2023",https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-lahore-7964195,9900000.0
Toyota Prado TX L Package 2.7 2013,9.6/10,84%,100%,100%,100%,100%,2013.0,"31,813 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-prado-2013-for-sale-in-karachi-8092867,20800000.0
Toyota Land Cruiser ZX 2012,9.4/10,79%,100%,100%,100%,100%,2012.0,"55,149 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2012-for-sale-in-karachi-7926546,30700000.0
Toyota Hilux Revo V Automatic 2.8 2021,9.5/10,86%,100%,100%,96%,100%,2021.0,"9,851 km",Diesel,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-karachi-8048263,12900000.0
Toyota Prado 2011,8.3/10,46%,100%,100%,92%,100%,2011.0,"87,465 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-prado-2011-for-sale-in-karachi-8048470,16800000.0
Toyota Fortuner 2.8 Sigma 4 2021,10/10,100%,100%,100%,100%,100%,2021.0,"15,193 km",Diesel,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-faisalabad-7340063,18500000.0
Honda BR-V i-VTEC S 2021,9.8/10,95%,100%,100%,98%,100%,2021.0,"15,907 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/honda-br-v-2021-for-sale-in-karachi-7996088,4995000.0
Toyota Fortuner 2.8 Sigma 4 2021,9.6/10,89%,100%,100%,100%,100%,2021.0,"57,428 km",Diesel,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-islamabad-8117862,17000000.0
Hyundai Elantra GLS 2021,9.8/10,95%,100%,100%,98%,100%,2021.0,"21,437 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-karachi-8153960,6400000.0
Toyota Sienta G 2018,9.9/10,97%,100%,100%,100%,100%,2018.0,"95,830 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-sienta-2018-for-sale-in-lahore-8008050,6690000.000000001
Toyota Corolla Altis Grande CVT-i 1.8 2017,9.6/10,93%,100%,100%,99%,100%,2017.0,"41,510 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-8054388,5200000.0
